timestamp,open,high,low,close,volume
2025-11-07 00:00:00+00:00,86.98326873779297,87.91693115234375,86.98326873779297,87.80279541015625,0
2025-11-07 01:00:00+00:00,87.80125427246094,88.37834930419922,87.42427062988281,87.79280853271484,5128192
2025-11-07 02:00:00+00:00,87.82403564453125,88.63200378417969,87.82403564453125,88.63200378417969,0
2025-11-07 03:00:00+00:00,88.64399719238281,89.08734130859375,88.64399719238281,88.9349365234375,7368384
2025-11-07 04:00:00+00:00,88.96688842773438,88.96696472167969,88.5422592163086,88.7183837890625,1457792
2025-11-07 05:00:00+00:00,88.75782012939453,90.09465026855469,88.75782012939453,90.09465026855469,9579968
2025-11-07 06:00:00+00:00,90.09765625,90.18120574951172,89.46383666992188,89.46866607666016,8039616
2025-11-07 07:00:00+00:00,89.47008514404297,90.6802749633789,89.46553802490234,90.64205169677734,0
2025-11-07 08:00:00+00:00,90.65135955810547,90.71136474609375,89.88939666748047,90.1767807006836,19290688
2025-11-07 09:00:00+00:00,90.22773742675781,90.22773742675781,88.66263580322266,88.95497131347656,22825280
2025-11-07 10:00:00+00:00,88.97164916992188,89.32819366455078,88.32459259033203,88.33757781982422,11276352
2025-11-07 11:00:00+00:00,88.35589599609375,88.35589599609375,87.11219787597656,87.96844482421875,16035520
2025-11-07 12:00:00+00:00,87.97037506103516,87.97223663330078,86.10332489013672,86.47018432617188,13353600
2025-11-07 13:00:00+00:00,86.45698547363281,87.87340545654297,86.45698547363281,87.80643463134766,11178176
2025-11-07 14:00:00+00:00,87.79619598388672,89.29985046386719,87.23407745361328,89.29985046386719,15992320
2025-11-07 15:00:00+00:00,89.29438018798828,93.84435272216797,89.26377868652344,93.64674377441406,111063232
2025-11-07 16:00:00+00:00,93.62732696533203,103.65099334716797,92.8479995727539,102.94570922851562,311899648
2025-11-07 17:00:00+00:00,103.16109466552734,104.13265228271484,101.90094757080078,104.06587982177734,171491584
2025-11-07 18:00:00+00:00,104.03630065917969,104.36162567138672,100.8910140991211,100.96408081054688,77309824
2025-11-07 19:00:00+00:00,100.97899627685547,102.0247802734375,100.97899627685547,101.041015625,55806592
2025-11-07 20:00:00+00:00,100.92863464355469,101.18571472167969,100.17578125,101.18310546875,46286336
2025-11-07 21:00:00+00:00,101.18360900878906,102.11339569091797,101.00688171386719,102.11339569091797,35959680
2025-11-07 22:00:00+00:00,102.1376953125,103.39399719238281,102.02189636230469,103.2085952758789,32389760
2025-11-07 23:00:00+00:00,103.2783432006836,103.30960845947266,101.78713989257812,101.78713989257812,16130560
2025-11-08 00:00:00+00:00,101.91547393798828,102.62938690185547,100.59019470214844,100.59019470214844,22920832
2025-11-08 01:00:00+00:00,100.37178039550781,102.57771301269531,100.28939819335938,102.01005554199219,38265856
2025-11-08 02:00:00+00:00,102.339111328125,102.47718811035156,101.20816802978516,101.2319564819336,30638720
2025-11-08 03:00:00+00:00,101.21400451660156,102.00187683105469,100.9524917602539,100.99287414550781,28988544
2025-11-08 04:00:00+00:00,100.96986389160156,102.14798736572266,100.96986389160156,101.81090545654297,24680960
2025-11-08 05:00:00+00:00,101.71624755859375,101.80403900146484,100.0582275390625,100.22403717041016,17934720
2025-11-08 06:00:00+00:00,100.19437408447266,100.2480239868164,98.59941101074219,99.57530975341797,34999552
2025-11-08 07:00:00+00:00,99.57569885253906,99.98973846435547,99.54178619384766,99.9459228515625,5382528
2025-11-08 08:00:00+00:00,99.9392318725586,100.5148696899414,99.63992309570312,100.24185943603516,11317248
2025-11-08 09:00:00+00:00,100.24040985107422,100.24040985107422,98.86837768554688,99.11417388916016,0
2025-11-08 10:00:00+00:00,99.11402130126953,99.69356536865234,98.93450164794922,99.5394287109375,20062976
2025-11-08 11:00:00+00:00,99.48050689697266,99.86035919189453,99.2218246459961,99.36333465576172,4881792
2025-11-08 12:00:00+00:00,99.59746551513672,100.59127044677734,99.59746551513672,100.3915023803711,2143872
2025-11-08 13:00:00+00:00,100.38816833496094,100.49159240722656,99.69007873535156,99.86598205566406,2360576
2025-11-08 14:00:00+00:00,99.81570434570312,99.86155700683594,98.46874237060547,99.74481201171875,11339392
2025-11-08 15:00:00+00:00,99.75062561035156,99.90707397460938,98.69142150878906,98.69142150878906,0
2025-11-08 16:00:00+00:00,98.69487762451172,98.96974182128906,98.3897476196289,98.87432861328125,0
2025-11-08 17:00:00+00:00,98.96026611328125,99.7439193725586,98.7140884399414,99.73788452148438,0
2025-11-08 18:00:00+00:00,99.819091796875,100.9074478149414,99.819091796875,100.89305114746094,0
